make,model,make_model_risk
AUDI,RS 7 TFSI MHEV QUATTRO AUTO,0.0
AUDI,RS 7 V-SPRUNG TFSI MHEV QUAT A,0.0
AUDI,RS E-TRON GT CARBON BLACK,0.0
AUDI,RS Q3,0.0
AUDI,RS Q3 SPORT ED TFSI QUATTRO SA,0.03333333333333333
AUDI,RS Q3 TFSI QUATTRO S-A,0.1276595744680851
AUDI,RS Q3 VSPRUNG TFSI QUATTRO SA,0.06666666666666667
AUDI,RS Q8 CARBN BLK TFSI MHEV QT A,0.09090909090909091
AUDI,RS Q8 TFSI MHEV QUATTRO AUTO,0.0
AUDI,RS Q8 VSPRUNG TFSI MHEV QUAT A,0.11428571428571428
AUDI,RS3,0.0
AUDI,RS3 TFSI,0.0
AUDI,RS4,0.21649484536082475
AUDI,RS4 AVANT,0.125
AUDI,RS5,0.5
AUDI,RS6,0.17142857142857143
AUDI,RS6 AVANT,0.0
AUDI,RS6 AVANT QUATTRO,0.0
AUDI,RS6 PERFORMANCE TFSI QUATTRO A,0.5
AUDI,RSQ3,0.0
AUDI,S 3,0.0
AUDI,S1,0.1111111111111111
AUDI,S3,0.14106583072100312
AUDI,S3 BLACK EDITION,0.0
AUDI,S3 BLACK EDITION AUTO,0.0
AUDI,S3 QUATTRO,0.0
AUDI,S3 QUATTRO S-A,0.0
AUDI,S3 SLINE QUATTRO,0.0
AUDI,S3 TFSI,0.0
AUDI,S3 TFSI QUATTRO S-A,0.04678362573099415
AUDI,S3 VORSPRUNG TFSI QUATTRO S-A,0.2
AUDI,S4,0.14516129032258066
AUDI,S4 AVANT,0.12121212121212122
AUDI,S4 BLACK EDITION TDI QUATTRO A,0.06060606060606061
AUDI,S4 TDI QUATTRO AUTO,0.030303030303030304
AUDI,S4 TFSI QUATTRO,0.0
AUDI,S5,0.1388888888888889
AUDI,S5 BLACK ED TDI MHEV QUATTRO A,0.0
AUDI,S5 EDITION 1 TDI MHEV QUAT A,0.0
AUDI,S5 FSI QUATTRO,0.0
AUDI,S5 TDI MHEV QUATTRO AUTO,0.0
AUDI,S5 TFSI QUATTRO AUTO,0.0
AUDI,S5 V8 QUATRO,0.0
AUDI,S5 VORSPRUNG TDI MHEV QUAT A,0.3333333333333333
AUDI,S6,0.18181818181818182
AUDI,S6 AVANT,0.5
AUDI,S6 TDI QUATTRO AUTO,0.1111111111111111
AUDI,S6 VORSPRUNG TDI QUATTRO AUTO,0.0
AUDI,S7,0.0
AUDI,S7 TDI QUATTRO AUTO,0.0
AUDI,S7 VORSPRUNG TDI QUATTRO AUTO,0.0
AUDI,S8,0.0
AUDI,S8 TFSI MHEV QUATTRO AUTO,0.0
AUDI,S8 VORSPRUNG TFSI MHEV QUAT A,0.0
AUDI,SQ2 BLACK ED TFSI QUAT S-A,0.09375
AUDI,SQ2 VORSPRUNG TFSI QUATTRO S-A,0.0
AUDI,SQ5,0.06557377049180328
AUDI,SQ5 TDI MHEV QUATTRO AUTO,0.0
AUDI,SQ5 VORSPRUNG TDI QUATTRO AUTO,0.06557377049180328
AUDI,SQ7 BLACK EDITION TFSI QUAT A,0.0
AUDI,SQ7 QUATTRO,0.0
AUDI,SQ7 TDI MHEV QUATTRO AUTO,0.07692307692307693
AUDI,SQ7 TFSI QUATTRO AUTO,0.0
AUDI,SQ7 VORSPRUNG TDI MHEV QUAT A,0.09302325581395349
AUDI,SQ7 VORSPRUNG TFSI QUATTRO A,0.15384615384615385
AUDI,SQ8 BLACK EDITION TFSI QUAT A,0.0
AUDI,SQ8 TDI MHEV QUATTRO AUTO,0.0
AUDI,SQ8 VORSPRUNG TDI MHEV QUAT A,0.0
AUDI,SQ8 VORSPRUNG TFSI QUATTRO A,0.0
AUDI,SUPER 90,0.0
AUDI,TT,0.18498769483182936
AUDI,TT QUATTRO,0.5
AUDI,TT S LN VSPRUNG45 TFSI QUAT SA,0.25
AUDI,TT S-LINE TDI QUATTRO,0.5
AUDI,TT SPORT EDITION 45 TFSI S-A,0.0
AUDI,TT TFSI QUATTRO,0.0
AUDI,TTRS NOGARO ED TFSI QUAT S-A,0.0
AUDI,TTS VORSPRUNG TFSI QUATTRO S-A,0.0
AUDI,UNCLASSIFIED,0.25
AUDI A3 1.6L,3 DOOR MANUAL HATCHBACK,0.5
AUDI A3 BASE 1.6L,3 DOOR MANUAL HATCHBACK,0.0
AUDI A3 S LINE TDI,UNCLASSIFIED,0.3333333333333333
AUDI A3 S LINE TDI QUATTRO,A3,0.0
AUDI A3 SPORT TDI,UNCLASSIFIED,0.0
AUDI A3 SPORTBACK TDI 1.9L,5 DOOR MANUAL HATCHBACK,0.0
AUDI A4 1.9L TDI,4 DOOR MANUAL SALOON,0.0
AUDI A4 AVANT SE 2.0L TDI,5 DOOR AUTO ESTATE,0.0
AUDI A4 SPORTLINE FSI TURBO 2.0L,2 DOOR AUTO  CONVERTIBLE,0.5
AUDI A4 TECHNIK TDI,UNCLASSIFIED,0.5
AUDI A5 S LINE TFSI,UNCLASSIFIED,0.0
AUDI A5 SE TDI,UNCLASSIFIED,0.5
AUDI A6 S LINE TDI CVT,UNCLASSIFIED,0.0
AUDI A6 SE TDI,UNCLASSIFIED,0.0
AUDI Q7 QUATTRO SPORTLINE  V6  TDI,5 DOOR AUTO ESTATE,0.0
AUDI TT BLACK EDITION TFSI AUTO,UNCLASSIFIED,0.0
AUSTIN,BJ7,0.0
AUSTIN,HEALEY,0.0
AUSTIN,HEALEY 3000,0.0
AUSTIN,MAESTRO 500 CITY,0.0
AUSTIN,MAESTRO L,0.0
AUSTIN,METRO AUTO,0.0
AUSTIN,METRO CITY,0.5
AUSTIN,METRO CITY X,0.0
AUSTIN,METRO HLE,1.0
AUSTIN,METRO MAYFAIR,0.0
AUSTIN,METRO V/PLAS AUTO,0.0
AUSTIN,MINI,0.5
AUSTIN,MINI 1000 CITY E,0.2
AUSTIN,MINI 1000 CITY E AUTO,0.0
AUSTIN,MINI 1000 HL E,0.0
AUSTIN,MINI 30,0.5
AUSTIN,MINI ADVANTAGE,0.16666666666666666
AUSTIN,MINI CHELSEA,0.0
AUSTIN,MINI JET BLACK,0.0
AUSTIN,MINI MAYFAIR,0.42857142857142855
AUSTIN,MINI RACING FLAME,0.25
AUSTIN,MINI RED HOT,0.0
AUSTIN,MINI SKY ROSE,0.0
AUSTIN,MINI THIRTY,0.375
AUSTIN,MINI THIRTY AUTO,0.0
AUSTIN,UNCLASSIFIED,0.0
AUSTIN HEALEY,HEALEY,0.0
AUSTIN HEALEY,UNCLASSIFIED,0.3333333333333333
AUTO - SLEEPERS,UNCLASSIFIED,0.0
AUTO SLEEPERS,UNCLASSIFIED,0.1111111111111111
AUTO SLEEPERS LTD,UNCLASSIFIED,0.0
AUTO TRAIL VR LTD,UNCLASSIFIED,0.0
AUTO-SLEEPERS,UNCLASSIFIED,0.04
AUTO-SLEEPERS LTD,UNCLASSIFIED,0.0
AUTO-SLEEPERS SYMBOL,UNCLASSIFIED,0.25
AUTO-TRAIL,APACHE,0.0
AUTO-TRAIL,ARAPAHO SE,0.5
AUTO-TRAIL,CAMPER,0.6666666666666666
AUTO-TRAIL,CHEYENNE,0.0
AUTO-TRAIL,CHIEFTAIN,0.0
AUTO-TRAIL,DAKOTA SE,0.0
AUTO-TRAIL,DUCATO,0.3333333333333333
AUTO-TRAIL,DUCATO 11 MWB JTD TRACKER,0.14285714285714285
AUTO-TRAIL,DUCATO 15 LWB TD CARIOCA,0.0
AUTO-TRAIL,DUCATO 15 LWB TD CHEYENNE,0.2
AUTO-TRAIL,DUCATO 15 MWB TD RIVIERA,0.0
AUTO-TRAIL,FIAT,0.4
AUTO-TRAIL,FIAT CAMPER VAN,0.0
AUTO-TRAIL,FIAT DUCATO,0.0
AUTO-TRAIL,MIAMI,0.0
AUTO-TRAIL,MOTOR  HOME,0.0
AUTO-TRAIL,MOTOR CARAVAN,0.0
AUTO-TRAIL,MOTOR HOME,0.0
AUTO-TRAIL,MOTORCARAVAN,0.0
AUTO-TRAIL,MOTORHOME,0.14285714285714285
AUTO-TRAIL,RIVIERA,0.0
AUTO-TRAIL,SE,0.5
AUTO-TRAIL,SPRINTER,0.5
AUTO-TRAIL,TRACKER SE,0.0
AUTO-TRAIL,UNCLASSIFIED,0.0
AUTO-TRAIL VR LTD,UNCLASSIFIED,1.0
AUTOSLEEPER,MOHAWK,0.0
AUTOSLEEPERS,UNCLASSIFIED,0.11764705882352941
AUTOSLEEPERS NUEVO,UNCLASSIFIED,0.5
AUTOSLEEPERS NUEVOEK,UNCLASSIFIED,0.0
AUTOSLEEPERS SYMBOL,UNCLASSIFIED,0.5
AUTOSLEEPERS WARWICK,UNCLASSIFIED,0.0
AUTOTRAIL VR LTD,UNCLASSIFIED,0.0
AXIS VIVATRO,UNCLASSIFIED,1.0
BAILEY,ADVANCE 635,0.0
BAILEY,UNCLASSIFIED,0.0
BAILEY ADVANCE 665,UNCLASSIFIED,0.0
BAILEY ALLIANCE,UNCLASSIFIED,0.0
BAILEY AUTOGRAPH,UNCLASSIFIED,0.0
BAILEY AUTOGRAPH 625,UNCLASSIFIED,0.0
BAILEY BOXER,UNCLASSIFIED,0.0
BAJA,UNCLASSIFIED,0.0
BAJAJ,125 CHETAK,0.0
BAJAJ,UNCLASSIFIED,0.0
BAOTIAN,BT 125,0.5
BAOTIAN,BT 49,0.0
BAOTIAN,BT 50 QT-9,0.0
BARON,ZN 125 T,0.0
BASHAN,BS QUAD,0.0
BASHAN,UNCLASSIFIED,0.5
BEAUFORD,TAXI,0.0
BEAUFORD,TOURER,0.5
BEAUFORT,OPEN TOURER,0.0
BEDFORD,97 790,1.0
BEDFORD,BAMBI,0.5
BEDFORD,BRAVA,0.5
BEDFORD,CF,0.0
BEDFORD,CF2,0.0
BEDFORD,HORSEBOX CF350,0.0
BEDFORD,MOTOR CARAVAN,0.3333333333333333
BEDFORD,MOTORHOME,0.0
BEDFORD,RASCAL,0.3
BEDFORD,RASCAL PICKUP,0.5
BEDFORD,RASCALL MOTORHOME,0.5
BEDFORD,UNCLASSIFIED,0.3333333333333333
BEETLE,TRICYCLE,0.0
BENELLI,49 X,0.3333333333333333
BENELLI,752 S,0.0
BENELLI,BN 125,0.2413793103448276
BENELLI,BN 125 E5,0.0
BENELLI,BN 302,0.0
BENELLI,LEONCINO 500,0.0
BENELLI,LEONCINO 500 TRAIL,0.0
BENELLI,PEPE,0.0
BENELLI,RK V,1.0
BENELLI,TORNADO,0.0
BENELLI,TORNADO NAKED T 125,0.0
BENELLI,TORNADO NAKED T 125 E5,0.0
BENELLI,TRK 502 E4,0.0
BENELLI,TRK 502 E5,0.0
BENELLI,TRK 502 X,0.0
BENELLI,TRK 502 X E5,0.0
BENELLI,UNCLASSIFIED,0.0
BENIMAR MILEO 201,UNCLASSIFIED,0.0
BENIMAR MILEO 202,UNCLASSIFIED,0.0
BENIMAR MILEO 243,UNCLASSIFIED,0.0
BENIMAR MILEO 286,UNCLASSIFIED,0.0
BENIMAR MILEO 313,UNCLASSIFIED,0.0
BENTLEY,ARNAGE,0.125
BENTLEY,AZURE,0.0
BENTLEY,BENTAYGA,0.027586206896551724
BENTLEY,BENTAYGA SPEED AUTO,0.0
BENTLEY,BENTAYGA V6 HYBRID AUTO,0.0
BENTLEY,BROOKLANDS,0.08823529411764706
BENTLEY,CONTINENTAL,0.09713574097135741
BENTLEY,CONTINENTAL FLYING SPUR,0.0
BENTLEY,CONTINENTAL GT,0.047619047619047616
BENTLEY,CONTINENTAL GT V8 AUTO,0.041666666666666664
BENTLEY,CONTINENTAL GTC,0.0
BENTLEY,EIGHT,0.14285714285714285
BENTLEY,FLYING SPUR,0.046875
BENTLEY,GTC,0.0
BENTLEY,LIMO,0.0
BENTLEY,MULSANNE,0.060240963855421686
BENTLEY,SALOON,0.0
BENTLEY,TURBO,0.1206896551724138
BENTLEY,TURBO R,0.0
BENTLEY,UNCLASSIFIED,0.09090909090909091
BENTLEY CONTINENTAL GTC AUTO,CONTINENTAL GTC,0.0
BESSACARR 442,UNCLASSIFIED,0.0
BETA,ALP,0.0
BETA,ALP 4T-200,0.0
BETA,EVO,0.0
BETA,RR,0.08823529411764706
BETA,RR 2T 125,0.0
BETA,RR 2T 200,0.0
BETA,RR 4T 400,0.0
BETA,T9 ALP 4T 200,0.0
BETA,TA ALP 4.0,0.0
BETA,UNCLASSIFIED,0.3333333333333333
BETA,XTRAINER,0.07407407407407407
BETAMOTOR,ALP 4.0,0.2
BETAMOTOR,ALP 4T,0.2
BETTER,BT125,0.5
BEVAN MOTOR BODIES,UNCLASSIFIED,0.5
BIG DOG PITBULL,UNCLASSIFIED,0.0
BILBOS,UNCLASSIFIED,0.0
BILBOS CELEX,UNCLASSIFIED,0.0
BIMOTA,ELIRIO,0.0
BIMOTA,SB6,0.5
BIMOTA,SB8R,0.0
BIMOTA,UNCLASSIFIED,0.0
BIMOTA 500 VDUE,VDUE,0.0
BIRCHILL,MCCOY,0.0
BIRKIN,S3,0.0
BIRKIN,UNCLASSIFIED,0.0
BIRO,UNCLASSIFIED,0.0
BLACKJACK,UNCLASSIFIED,0.0
BMW,.,0.0
BMW,1,0.0
BMW,1 SERIES,0.14545020300931455
BMW,1 SERIES (F21),0.25
BMW,114,0.16206896551724137
BMW,116,0.1797712002905393
BMW,116I,0.3333333333333333
BMW,116I M SPORT,0.0
BMW,1170,0.0
BMW,118,0.20006575702778234
BMW,120,0.20402053036783577
BMW,120D,0.25
BMW,120D M SPORT AUTO,0.043478260869565216
BMW,123,0.24242424242424243
BMW,125,0.16699801192842942
BMW,128TI AUTO,0.0
BMW,130,0.1527777777777778
BMW,135,0.13114754098360656
BMW,2 SERIES,0.09783845278725825
BMW,216,0.12827225130890052
BMW,216D LUXURY,0.25
BMW,216D LUXURY AUTO,0.25
BMW,216D M SPORT,0.0
BMW,216D M SPORT AUTO,0.0
BMW,216D SE,0.0
BMW,216D SE AUTO,0.0
BMW,216D SPORT,0.1
BMW,216D SPORT AUTO,0.2857142857142857
BMW,218,0.1275802039293708
BMW,218D LUXURY,0.0
BMW,218D LUXURY AUTO,0.0
BMW,218D M SPORT AUTO,0.0
BMW,218D SE,0.0
BMW,218D SE AUTO,0.0
BMW,218D SPORT,0.07692307692307693
BMW,218D SPORT AUTO,0.11764705882352941
BMW,218I LUXURY,0.08571428571428572
BMW,218I LUXURY AUTO,0.075
BMW,218I M SPORT,0.10416666666666667
BMW,218I M SPORT AUTO,0.038461538461538464
BMW,218I SE,0.07936507936507936
BMW,218I SE AUTO,0.07377049180327869
BMW,218I SPORT,0.11510791366906475
BMW,218I SPORT AUTO,0.15384615384615385
BMW,218d m sport,0.16666666666666666
BMW,220,0.1439232409381663
BMW,220D LUXURY AUTO,0.125
BMW,220D M SPORT AUTO,0.14285714285714285
BMW,220D SE AUTO,0.0
BMW,220D SPORT AUTO,0.045454545454545456
BMW,220D XDRIVE LUXURY AUTO,0.09230769230769231
BMW,220D XDRIVE M SPORT AUTO,0.12121212121212122
BMW,220D XDRIVE SPORT AUTO,0.125
BMW,220I,0.0
BMW,220I GRAND TOURER M-SPORT AUTO,0.0
BMW,220I LUXURY AUTO,0.05714285714285714
BMW,220I LUXURY MHEV AUTO,0.0
BMW,220I M SPORT AUTO,0.08571428571428572
BMW,220I SE AUTO,0.0
BMW,220I SPORT AUTO,0.0425531914893617
BMW,225,0.12037037037037036
BMW,225XE LUXURY AUTO,0.06666666666666667
BMW,225XE M SPORT AUTO,0.25
BMW,225XE M SPORT PREMIUM AUTO,0.1
BMW,225XE SPORT AUTO,0.07692307692307693
BMW,225XE SPORT PREMIUM AUTO,0.029411764705882353
BMW,228,0.125
BMW,230I M SPORT AUTO,0.0
BMW,3,0.2777777777777778
BMW,3 SERIES,0.2069000819000819
BMW,3.3,0.0
BMW,316,0.21541155866900175
BMW,318,0.0975609756097561
BMW,318D M SPORT MHEV AUTO,0.1111111111111111
BMW,318D SE MHEV AUTO,0.1875
BMW,318D SE PRO,0.0
BMW,318D SPORT MHEV AUTO,0.0
BMW,318I M SPORT AUTO,0.0
BMW,318I SE AUTO,0.0
BMW,318I SPORT AUTO,0.0
BMW,320,0.09072375127421
BMW,320 D,0.5
BMW,320 I,0.0
BMW,320D,0.0
BMW,320D GT,0.0
BMW,320D M SPORT + EDITION AUTO,0.0
BMW,320D M SPORT + EDITION MHEV A,0.0
BMW,320D M SPORT MHEV AUTO,0.09523809523809523
BMW,320D M SPORT PRO ED MHEV AUTO,0.125
BMW,320D SE MHEV AUTO,0.125
BMW,320D SPORT MHEV AUTO,0.25
BMW,320D XDRIVE M SPORT + ED AUTO,0.0
BMW,320D XDRIVE M SPORT MHEV AUTO,0.14285714285714285
BMW,320D XDRIVE M SPORT+ ED MHEV A,0.0
BMW,320D XDRVE MSPRT PRO ED MHEV A,0.0
BMW,320I,0.5
BMW,320I M SPORT + EDITION AUTO,0.15384615384615385
BMW,320I M SPORT AUTO,0.0
BMW,320I SE PRO AUTO,0.0
BMW,320I SPORT AUTO,0.16666666666666666
BMW,320I XDRIVE M SPORT AUTO,0.0
BMW,320I XDRIVE SPORT AUTO,0.0
BMW,323,0.0
BMW,325,0.23529411764705882
BMW,325 CI,0.0
BMW,325 SE,0.0
BMW,325I,1.0
BMW,328,0.2857142857142857
BMW,330,0.11535125758889853
BMW,330D M SPORT MHEV AUTO,0.14285714285714285
BMW,330D M SPORT PRO ED MHEV AUTO,0.0
BMW,330D XDRIVE M SPORT + ED AUTO,0.15
BMW,330D XDRIVE M SPORT MHEV AUTO,0.08333333333333333
BMW,330D XDRIVE SPORT AUTO,0.0
BMW,330D XDRIVE SPORT MHEV AUTO,0.21428571428571427
BMW,330E,0.25
BMW,330E M SPORT + EDITION AUTO,0.1875
BMW,330E M SPORT AUTO,0.11582381729200653
BMW,330E M SPORT PRO EDITION AUTO,0.10869565217391304
BMW,330E SE PRO AUTO,0.1276595744680851
BMW,330E SPORT PRO AUTO,0.09740259740259741
BMW,330E XDRIVE M SPORT AUTO,0.0958904109589041
BMW,330E XDRIVE M SPORT PRO ED A,0.17857142857142858
BMW,330E XDRIVE SE PRO AUTO,0.0
BMW,330I M SPORT + EDITION AUTO,0.2
BMW,330I M SPORT AUTO,0.045454545454545456
BMW,330I M SPORT PRO EDITION AUTO,0.0
BMW,335,0.10150375939849623
BMW,335 I,0.0
BMW,335D XDRIVE M SPORT,0.0
BMW,340I,0.1
BMW,4 SERIES,0.13725490196078433
BMW,418,0.1651376146788991
BMW,420,0.12308812818645302
BMW,420 D,0.0
BMW,420D M SPORT MHEV AUTO,0.0
BMW,420D M SPORT PRO ED MHEV AUTO,0.0
BMW,420D XDRIVE M SPORT MHEV AUTO,0.047619047619047616
BMW,420D XDRVE MSPRT PRO ED MHEV A,0.2857142857142857
BMW,420I M SPORT AUTO,0.0
BMW,420I M SPORT PRO EDITION AUTO,0.0
BMW,420d,0.0
BMW,425,0.058823529411764705
BMW,428,0.18691588785046728
BMW,430,0.11359404096834265
BMW,430D XDRIVE M SPORT MHEV AUTO,0.0
BMW,430I M SPORT AUTO,0.0
BMW,430I M SPORT PRO EDITION AUTO,0.0
BMW,435,0.11618589743589744
BMW,435 D,0.0
BMW,435D X-DRIVE,0.0
BMW,440,0.08533333333333333
BMW,5,0.5
BMW,5 SERIES,0.1282804543674109
BMW,518,0.18596491228070175
BMW,520,0.1991111111111111
BMW,520D M SPORT MHEV AUTO,0.08615384615384615
BMW,520D SE MHEV AUTO,0.09803921568627451
BMW,520D XDRIVE M SPORT ED MHEV A,0.0
BMW,520D XDRIVE M SPORT MHEV AUTO,0.03773584905660377
BMW,520D XDRIVE SE MHEV AUTO,0.1
BMW,520I M SPORT EDITION MHEV AUTO,0.0
BMW,520I M SPORT MHEV AUTO,0.05555555555555555
BMW,520I M SPORT PRO AUTO,0.0
BMW,520I SE MHEV AUTO,0.0
BMW,523,0.2411764705882353
BMW,525,0.19673348181143283
BMW,528,0.19796954314720813
BMW,530,0.182951347004423
BMW,530D XDRIVE M SPORT ED MHEV A,0.0
BMW,530D XDRIVE M SPORT MHEV AUTO,0.1388888888888889
BMW,530D XDRIVE SE MHEV AUTO,0.0
BMW,530E,0.0
BMW,530E M SPORT EDITION AUTO,0.0
BMW,530E XDRIVE M SPORT AUTO,0.046511627906976744
BMW,530E XDRIVE M SPORT EDITION A,0.0
BMW,535,0.1524390243902439
BMW,540,0.2
BMW,540I XDRIVE M SPORT ED MHEV A,0.0
BMW,540I XDRIVE M SPORT MHEV AUTO,0.0
BMW,545,0.25
BMW,550,0.125
BMW,6 SERIES,0.1337579617834395
BMW,620,0.0
BMW,620 GT,0.5
BMW,630,0.18149466192170818
BMW,635,0.19875776397515527
BMW,640,0.13695871097683787
BMW,645,0.21428571428571427
BMW,650,0.23140495867768596
BMW,7 SERIES,0.13479623824451412
BMW,728,0.1791044776119403
BMW,730,0.16556291390728478
BMW,730D XDRIVE M SPORT MHEV AUTO,0.0
BMW,735,0.26666666666666666
BMW,740,0.08071748878923767
BMW,740D XDRIVE M SPORT MHEV AUTO,0.3333333333333333
BMW,740LD XDRIVE M SPORT MHEV AUTO,0.0
BMW,745,0.2857142857142857
BMW,750,0.1111111111111111
BMW,760,0.0
BMW,8 SERIES,0.08035714285714286
BMW,840,0.2777777777777778
BMW,840D XDRIVE M SPORT MHEV AUTO,0.2
BMW,840I AUTO,0.12403100775193798
BMW,840I M SPORT AUTO,0.21428571428571427
BMW,850,0.16666666666666666
BMW,ACTIVE HYBRID SE,0.3333333333333333
BMW,ADVENTURE,0.0
BMW,ALPINA,0.12280701754385964
BMW,ALPINA B10,1.0
BMW,ALPINA D3S AUTO,0.0
BMW,ALPINA XB7 AUTO,0.0
BMW,B M W,0.0
BMW,BMW,0.0
BMW,C 400 GT,0.0
BMW,C 650,0.1
BMW,C EVOLUTION,0.0
BMW,C1,0.0
BMW,C400,0.0
BMW,CAR,0.0
BMW,COUPE,0.5
BMW,E34,0.0
BMW,F 650 GS,0.0
BMW,F 700 GS,0.09090909090909091
BMW,F 750 GS,0.0
BMW,F 750 GS TE,0.2857142857142857
BMW,F 800,0.03125
BMW,F 800 GS,0.0
BMW,F 850 GS ADVENTURE,0.0
BMW,F 850 GS ADVENTURE TE,0.0
BMW,F 900 R,0.0
BMW,F 900 R A2,0.0
BMW,F 900 R SE,0.125
BMW,F 900 XR,0.0
BMW,F 900 XR A2,0.0
BMW,F 900 XR TE,0.16666666666666666
BMW,F SERIES,0.07317073170731707
BMW,F620GS,0.5
BMW,F650,0.0
BMW,F650 CS,0.0
BMW,F650 GS,0.0
BMW,F750,0.0
BMW,F800,0.0
BMW,F800 S,0.5
BMW,F800 ST,0.0
BMW,F800GS,0.0
BMW,F800R,0.0
BMW,F800S,0.0
BMW,F800ST,0.0
BMW,F850,0.0
BMW,G 450,0.0
BMW,G 650,0.1111111111111111
BMW,G SERIES,0.12121212121212122
BMW,G310,0.028985507246376812
BMW,G650,0.0
BMW,G650GS SERTAO,0.0
BMW,GS,0.0
BMW,GS1150,0.0
BMW,GS1200,0.0
BMW,HP2,0.0
BMW,HP4,0.0
BMW,I3,0.1067251461988304
BMW,I4 EDRIVE40 M SPORT,0.0
BMW,I4 EDRIVE40 SPORT,0.0
BMW,I8,0.0
BMW,ISETTA,0.5
BMW,IX XDRIVE40 SPORT,0.0
BMW,IX3 M SPORT,0.0
BMW,IX3 PREMIER EDITION,0.0
BMW,IX3 PREMIER EDITION PRO,0.0
BMW,K 1300,0.0
BMW,K 1600,0.0196078431372549
BMW,K SERIES,0.061224489795918366
BMW,K1,0.0
BMW,K100,0.0
BMW,K1200,0.0
BMW,K1200 GT,0.0
BMW,K1300S,0.0
BMW,K1600GTL,0.0
BMW,K75,0.0
BMW,M1,0.3333333333333333
BMW,M135,0.16666666666666666
BMW,M135I,0.0
BMW,M135I XDRIVE AUTO,0.08279220779220779
BMW,M140,0.0
BMW,M140I,0.0
BMW,M2,0.09027777777777778
BMW,M2 COMPETITION,0.0967741935483871
BMW,M2 CS,0.0
BMW,M2 CS AUTO,0.0
BMW,M235I,0.25
BMW,M235I XDRIVE AUTO,0.11363636363636363
BMW,M240I,0.0
BMW,M3,0.096569250317662
BMW,M3 COMPETITION AUTO,0.0
BMW,M3 COMPETITION TOURING,0.0
BMW,M3 CS S-A,0.0
BMW,M340D XDRIVE MHEV AUTO,0.0392156862745098
BMW,M340I XDRIVE AUTO,0.0916030534351145
BMW,M340I XDRIVE MHEV AUTO,0.05319148936170213
BMW,M4,0.11753731343283583
BMW,M4 COMPETITION AUTO,0.0
BMW,M4 COMPETITION M XDRIVE AUTO,0.14285714285714285
BMW,M4 HERITAGE EDITION S-A,0.4
BMW,M440D XDRIVE MHEV AUTO,0.5
BMW,M440I XDRIVE MHEV AUTO,0.0
BMW,M5,0.11884057971014493
BMW,M5 COMPETITION 35 JAHRE ED A,0.0
BMW,M535,0.0
BMW,M550I XDRIVE AUTO,0.3
BMW,M6,0.14432989690721648
BMW,M635,0.0
BMW,M8 COMPETITION,0.0
BMW,M8 COMPETITION AUTO,0.03125
BMW,MINI,0.0
BMW,PERFORMANCE,0.5
BMW,R 1150 R ROCKSTER,0.0
BMW,R 1150GS,0.0
BMW,R 1200,0.02710843373493976
BMW,R 1200 RS,0.0
BMW,R 1250 GS,0.0
BMW,R 1250 GS ADVENTURE TE,0.038461538461538464
BMW,R 1250 R SE,0.0
BMW,R 1250 RS SE,0.0
BMW,R 1250 RT,0.0
BMW,R 1250 RT LE,0.0
BMW,R 18,0.0
BMW,R NINE T,0.0
BMW,R NINET,0.020202020202020204
BMW,R NINET SCRAMBLER,0.0
BMW,R NINET URBAN G S,0.0
BMW,R SERIES,0.06451612903225806
BMW,R100,0.0
BMW,R1100,0.07894736842105263
BMW,R1100GS,0.0
BMW,R1100RT,0.0
BMW,R1100S,0.0
BMW,R1150,0.08333333333333333
BMW,R1150 GS,0.0
BMW,R1200,0.03864734299516908
BMW,R1200 GS,0.0
BMW,R1200 GSA,0.0
BMW,R1200 RS SPORT,0.0
BMW,R1200GS,0.0
BMW,R1200RT,0.0
BMW,R1250,0.0
BMW,R1250RT,0.0
BMW,R65,0.5
BMW,R80,0.0
BMW,R850,0.058823529411764705
BMW,S,0.0
BMW,S 1000,0.032388663967611336
BMW,S 1000 R SPORT,0.0
BMW,S 1000 RR,0.0
BMW,S 1000 RR M SPORT,0.0
BMW,S 1000 RR SPORT,0.0
BMW,S 1000 XR TE,0.030303030303030304
BMW,S1000 RR,0.0
BMW,S1000R,0.0
BMW,S1000RR,0.0
BMW,S1000RR SPORT,0.0
BMW,SALLON,0.0
BMW,SALOON,0.3333333333333333
BMW,SE ESTATE,0.0
BMW,SE SALOON,0.0
BMW,SE TOURING,0.0
BMW,TOURING,0.3333333333333333
BMW,UNCLASSIFIED,0.21359223300970873
BMW,X DRIVE,0.0
BMW,X1,0.1284543548694492
BMW,X1 SDRIVE 18D XLINE MHEV AUTO,0.0
BMW,X1 X-DRIVE,0.0
BMW,X1 XDRIVE25E SPORT AUTO,0.07142857142857142
BMW,X1 XDRIVE25E XLINE AUTO,0.25
BMW,X2,0.0995850622406639
BMW,X2 SDRIVE18D M SPORT AUTO,0.0967741935483871
BMW,X2 SDRIVE18D M SPORT X,0.0
BMW,X2 SDRIVE18D M SPORT X AUTO,0.125
BMW,X2 SDRIVE18D SE,0.05128205128205128
BMW,X2 SDRIVE18D SE AUTO,0.0
BMW,X2 SDRIVE18D SPORT,0.14285714285714285
BMW,X2 SDRIVE20I M SPORT AUTO,0.10526315789473684
BMW,X2 SDRIVE20I M SPORT X AUTO,0.13580246913580246
BMW,X2 SDRIVE20I SE AUTO,0.1702127659574468
BMW,X2 SDRIVE20I SPORT AUTO,0.1
